"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","FTP Path to Experiment","Library Name","Library Strategy","Library Source","Library Selection"
"SRX674141","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677903","","196.33","1","1701029","343607858","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674141","G3724.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674140","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677902","","108.55","1","1002681","202541562","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674140","G3713.4_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674139","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677902","","166.87","1","1468617","296660634","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674139","G3713.4.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674138","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677901","","89.32","1","832218","168108036","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674138","G3713.3_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674137","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677901","","156.2","1","1380234","278807268","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674137","G3713.3.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674136","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677900","","159.3","1","1454339","293776478","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674136","G3713.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674135","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677900","","177.64","1","1628553","328967706","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674135","G3713.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674134","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677899","","79.54","1","734377","148344154","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674134","G3707_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674133","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677899","","89.69","1","772891","156123982","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674133","G3707.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674132","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677898","","3.57","1","30176","6095552","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674132","G3687.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674131","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677898","","132.51","1","1093329","220852458","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674131","G3687.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674130","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677897","","29.76","1","279487","56456374","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674130","G3686.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674129","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677897","","254.94","1","2253710","455249420","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674129","G3686.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674128","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677896","","27.66","1","263003","53126606","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674128","G3683.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674127","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677896","","72.69","1","603521","121911242","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674127","G3683.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674126","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677895","","2.07","1","17928","3621456","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674126","G3682.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674125","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677895","","205.91","1","1752608","354026816","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674125","G3682.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674124","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677894","","1.45","1","11726","2368652","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674124","G3680.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674123","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677894","","9.05","1","74894","15128588","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674123","G3680.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674122","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677893","","3.74","1","33110","6688220","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674122","G3679.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674121","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677893","","82.63","1","677683","136891966","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674121","G3679.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674120","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677892","","1.36","1","11555","2334110","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674120","G3677.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674119","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677892","","107.32","1","917348","185304296","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674119","G3677.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674118","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677891","","1.64","1","14252","2878904","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674118","G3677.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674117","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677891","","90.18","1","789057","159389514","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674117","G3677.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674116","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677890","","1.86","1","16482","3329364","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674116","G3676.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674115","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677890","","126.52","1","1095547","221300494","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674115","G3676.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674114","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677889","","3.14","1","28161","5688522","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674114","G3676.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674113","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677889","","126.97","1","1080637","218288674","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674113","G3676.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674112","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677888","","1.37","1","12253","2475106","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674112","G3670.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674111","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677888","","96","1","801920","161987840","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674111","G3670.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674110","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677887","","5.45","1","47575","9610150","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674110","EM124.4_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674109","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677887","","13.13","1","111187","22459774","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674109","EM124.4.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674108","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677886","","12.7","1","111004","22422808","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674108","EM124.3_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674107","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677886","","40.59","1","384315","77631630","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674107","EM124.3.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674106","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677885","","15.41","1","135442","27359284","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674106","EM124.2_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674105","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677885","","41.65","1","377661","76287522","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674105","EM124.2.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674104","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677884","","59.16","1","531144","107291088","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674104","EM124.1_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674103","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677884","","113.09","1","1060564","214233928","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674103","EM124.1.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674102","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677883","","90.31","1","831393","167941386","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674102","EM121_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674101","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677883","","170.58","1","1534909","310051618","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674101","EM121.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674100","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677882","","58.68","1","551954","111494708","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674100","EM120_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674099","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677882","","114.17","1","1080381","218236962","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674099","EM120.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674098","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677881","","66.07","1","614669","124163138","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674098","EM119_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674097","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677881","","125.84","1","1139757","230230914","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674097","EM119.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674096","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677880","","51.5","1","497683","100531966","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674096","EM115_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674095","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677880","","65.67","1","611517","123526434","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674095","EM115.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674094","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677879","","40.1","1","385469","77864738","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674094","EM113_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674093","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677879","","57.06","1","482062","97376524","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674093","EM113.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674092","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677878","","165.76","1","1561207","315363814","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674092","EM112_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674091","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677878","","211.27","1","1824396","368527992","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674091","EM112.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674090","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677877","","55.39","1","530286","107117772","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674090","EM111_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674089","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677877","","75.56","1","732254","147915308","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674089","EM111.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674088","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677876","","192.16","1","1784825","360534650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674088","EM110_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674087","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677876","","274.16","1","2446829","494259458","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674087","EM110.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674086","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677875","","33.35","1","304452","61499304","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674086","EM106_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674085","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677875","","47.1","1","392848","79355296","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674085","EM106.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674084","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677874","","30.78","1","284124","57393048","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674084","EM104_r1.ADXX","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX674083","Zaire ebolavirus genome sequencing from 2014 outbreak in Sierra Leone","Zaire ebolavirus","Illumina HiSeq 2500","BI","SRP045416","Zaire ebolavirus Genome sequencing","SRS677874","","48.06","1","463523","93631646","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX674/SRX674083","EM104.FCH9","RNA-Seq","TRANSCRIPTOMIC","cDNA"
